pulseheight,counts_ch_A,counts_ch_B
91.62456228114058,3,0
91.77313656828417,9,0
91.92171085542773,8,0
92.0702851425713,4,0
92.21885942971488,2,0
92.36743371685844,3,0
92.51600800400203,3,0
92.66458229114559,7,0
92.81315657828915,5,0
92.96173086543274,1,0
93.1103051525763,1,0
93.25887943971989,4,0
93.40745372686345,1,0
93.55602801400701,1,0
93.7046023011506,5,0
93.85317658829416,7,0
94.00175087543775,1,0
94.15032516258131,2,0
94.29889944972487,2,0
94.44747373686846,7,0
94.59604802401202,0,0
94.74462231115561,1,0
94.89319659829917,2,0
95.04177088544273,5,0
95.19034517258632,2,0
95.33891945972988,2,0
95.48749374687347,5,0
95.63606803401703,3,0
95.78464232116059,2,0
95.93321660830418,5,0
96.08179089544774,2,0
96.23036518259133,3,0
96.37893946973489,3,0
96.52751375687845,3,0
96.67608804402204,5,0
96.8246623311656,1,0
96.97323661830919,4,0
97.12181090545275,5,0
97.27038519259631,1,0
97.4189594797399,3,0
97.56753376688346,3,0
97.71610805402705,4,0
97.8646823411706,2,0
98.01325662831417,0,0
98.16183091545776,3,0
98.31040520260132,2,0
98.4589794897449,2,0
98.60755377688847,2,0
98.75612806403203,4,0
98.90470235117562,3,0
99.05327663831918,2,0
99.20185092546276,4,0
99.35042521260632,3,0
99.49899949974989,3,0
99.64757378689347,2,0
99.79614807403703,0,0
99.94472236118062,4,0
100.09329664832418,0,0
100.24187093546774,4,0
100.39044522261133,3,0
100.5390195097549,3,0
100.68759379689848,3,0
